-0.047949765	0.012740925	-0.08212707	-0.0422351	-0.05315565	0.036608577	-0.03476168	0.04832234	0.12868011	-0.027944986	0.05147941	0.016969511	-0.060094077	-0.046849083	-0.0076490208	0.044406965
0.043444443	0.0026171238	-0.1607144	-0.09688763	-0.052439183	0.10876871	-0.11823692	-0.052913416	0.17873643	-0.18070295	0.17113072	0.018646214	0.0054947888	-0.12587374	-0.08327239	-0.06127273
0.0042701205	0.07009201	-0.22809547	-0.19386594	-0.11009171	0.114252456	-0.13808294	0.041649073	0.22012614	-0.23391469	0.20921506	-0.008483335	0.06928915	-0.11728433	-0.14005755	-0.114864856
-0.30404893	0.1565591	0.5046129	0.5068525	0.4086793	-0.3407105	0.54970926	0.25994238	-0.4849209	0.46899933	-0.49765754	0.34043646	-0.2661284	0.4729364	0.5749636	0.3023765
-0.035250537	-0.04884607	0.0655621	0.038009565	0.04325982	-0.016167125	0.08970427	0.06589899	-0.0043184785	0.003783863	-0.051323667	0.033934154	0.0021210879	0.08468381	-0.0011477532	-0.041280556
0.022387104	-0.03937589	-0.08809627	-0.0141449105	-0.100604236	0.025008798	-0.058814634	-0.09147827	0.064851075	-0.11086383	0.075651065	-0.06913612	0.08538669	-0.005582417	-0.10102683	-0.082778126
-0.3647356	0.10671195	0.45933422	0.51119876	0.4678827	-0.3501512	0.49962935	0.3170727	-0.5144663	0.43526	-0.47280192	0.3657446	-0.31564587	0.50072056	0.48368898	0.32114217
0.04358383	-0.07295192	-0.06597418	-0.016910678	-0.024811475	0.043451086	-0.03972263	0.0039449027	0.006680252	-0.030485041	0.059331775	-0.024462784	0.037196968	-0.07207929	-0.07120663	-0.104527526
-0.28747165	0.0653807	0.4529045	0.40233928	0.31244844	-0.3406085	0.39541993	0.20502536	-0.4135151	0.39062166	-0.38181835	0.29196453	-0.23138222	0.38214493	0.41270635	0.25274688
-0.036597654	-0.014546265	0.029919617	-0.015654169	0.02553979	-0.025173955	0.034128316	-0.0017273433	-0.026261149	-0.036436953	-0.013038804	0.09988051	-0.013811138	-0.00915476	-0.0055956314	0.04144703
-0.3307598	0.13377024	0.5167376	0.5425542	0.44750202	-0.36514622	0.47875443	0.30711028	-0.4970004	0.43903893	-0.5052608	0.35537422	-0.3495544	0.42693567	0.46955618	0.26144388
0.04138535	0.013182344	-0.12202681	-0.12665404	-0.1011224	0.00749361	-0.07096049	-0.007993614	0.1477517	-0.047036715	0.13958201	-0.01442065	0.015810244	-0.042549618	-0.10278506	-0.06074716
-0.15733413	0.028035428	0.27700102	0.267202	0.19007494	-0.2347811	0.2924488	0.21581452	-0.24797495	0.21975593	-0.28718108	0.19925423	-0.18652204	0.24032407	0.30963853	0.15388
0.19993027	-0.1618161	-0.4638319	-0.3719152	-0.3566653	0.22873817	-0.3393927	-0.19009805	0.37773278	-0.4264231	0.4017817	-0.105453104	0.2763689	-0.31438017	-0.41330373	-0.27927974
-0.0048764916	-0.08171099	-0.09104688	-0.012240392	-0.045266684	0.0389023	-0.03522503	0.026367268	0.051366646	-0.06446541	0.049744897	0.023098987	0.015834782	-0.05800413	-0.045356747	-0.043278288
-0.008666282	-0.031682245	-0.023340587	0.021046916	-0.024700297	-0.020887129	0.018002536	0.009955008	0.05274585	0.015335335	-0.026332334	0.011081873	-0.041789982	-0.03331601	0.032447767	-0.030498676
